ts,symbol,last,volatility,ewma_volatility,vol_percentile,mover
2025-10-03T00:57:20.452106,ZENUSDT,9.792,0.9763382581785149,1.1724341283031856,32.69230769230769,0.3654999302747175
2025-10-03T00:57:20.452106,ENAUSDT,0.6231,0.902500851133757,1.1992123077055241,28.846153846153847,-0.14727621133315083
2025-10-03T00:57:20.452106,NEARUSDT,2.952,0.7920549267748314,0.8334608159077886,25.0,0.19522073714054278
2025-10-03T00:57:20.452106,PEPEUSDT,1.008e-05,0.7043900527580486,0.7158003796223202,21.153846153846153,0.021255060728744946
2025-10-03T00:57:20.452106,SUIUSDT,3.551,0.6757135837952886,0.6916029718705629,17.307692307692307,0.04808714133900116
2025-10-03T00:57:20.452106,APTUSDT,5.179,0.6652758919761407,0.7673808626064277,13.461538461538462,0.1843971631205672
2025-10-03T00:57:20.452106,XLMUSDT,0.4036,0.5682855737554633,0.6238080252486725,9.615384615384615,0.11430149088901165
2025-10-03T00:57:20.452106,EDENUSDT,0.3742,0.1786869349737304,0.6481299068231708,5.769230769230769,-0.06641697877652941
2025-10-03T00:57:20.452106,2ZUSDT,0.57495,0.0,0.701856418950534,1.9230769230769231,-0.03607023411371235
ts,symbol,last,volatility,ewma_volatility,vol_percentile,mover
2025-10-03T01:00:57.311029,ALPINEUSDT,1.466,5.561801436162673,6.761586046432471,98.07692307692308,-0.17361894024802704
2025-10-03T01:00:57.311029,AVNTUSDT,1.1199,3.4831910493467237,3.470257118892881,94.23076923076923,-0.1017030848329048
2025-10-03T01:00:57.311029,SOMIUSDT,0.7949,3.386129231696685,2.6060111106977346,90.38461538461539,0.7649933362949799
2025-10-03T01:00:57.311029,FFUSDT,0.18162,3.137812540009737,6.719066664255657,86.53846153846153,-0.35530472438149996
2025-10-03T01:00:57.311029,BARDUSDT,0.8945,2.9751605065232014,2.630213187997121,82.6923076923077,-0.15827745773916324
2025-10-03T01:00:57.311029,XPLUSDT,0.9317,2.6621386589457283,1.7791859146464426,78.84615384615384,-0.2715102168636969
2025-10-03T01:00:57.311029,FORMUSDT,1.1928,1.958892650228536,2.066262041156055,75.0,-0.6668519959968865
2025-10-03T01:00:57.311029,ZECUSDT,135.42,1.9157664935732297,2.435520435602942,71.15384615384616,2.247774837623286
2025-10-03T01:00:57.311029,WLDUSDT,1.341,1.8293802552136984,1.2880289530786806,67.3076923076923,0.49609810479375693
2025-10-03T01:00:57.311029,PUMPUSDT,0.007009,1.634970819214646,1.477397987798771,63.46153846153846,0.1941286271847955
