human_utc,timestamp,close,pct15_pct_str,pct30_pct_str,pct60_pct_str,long_signal,short_quick,action,action_desc,pos_side,pos_entry,pos_size,pos_notional,equity_fmt
2025-10-02 18:30:00 UTC,2025-10-02 18:30:00+00:00,9.864,+0.74%,+3.09%,-6.80%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 18:45:00 UTC,2025-10-02 18:45:00+00:00,9.884,+0.20%,+0.94%,-1.42%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 19:00:00 UTC,2025-10-02 19:00:00+00:00,9.795,-0.90%,-0.70%,+2.37%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 19:15:00 UTC,2025-10-02 19:15:00+00:00,9.635,-1.63%,-2.52%,-1.60%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 19:30:00 UTC,2025-10-02 19:30:00+00:00,9.668,+0.34%,-1.30%,-1.99%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 19:45:00 UTC,2025-10-02 19:45:00+00:00,9.615,-0.55%,-0.21%,-2.72%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 20:00:00 UTC,2025-10-02 20:00:00+00:00,9.609,-0.06%,-0.61%,-1.90%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 20:15:00 UTC,2025-10-02 20:15:00+00:00,9.627,+0.19%,+0.12%,-0.08%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 20:30:00 UTC,2025-10-02 20:30:00+00:00,9.478,-1.55%,-1.36%,-1.97%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 20:45:00 UTC,2025-10-02 20:45:00+00:00,9.535,+0.60%,-0.96%,-0.83%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 21:00:00 UTC,2025-10-02 21:00:00+00:00,9.539,+0.04%,+0.64%,-0.73%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 21:15:00 UTC,2025-10-02 21:15:00+00:00,9.401,-1.45%,-1.41%,-2.35%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 21:30:00 UTC,2025-10-02 21:30:00+00:00,9.867,+4.96%,+3.44%,+4.10%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 21:45:00 UTC,2025-10-02 21:45:00+00:00,9.555,-3.16%,+1.64%,+0.21%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 22:00:00 UTC,2025-10-02 22:00:00+00:00,9.971,+4.35%,+1.05%,+4.53%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 22:15:00 UTC,2025-10-02 22:15:00+00:00,9.748,-2.24%,+2.02%,+3.69%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 22:30:00 UTC,2025-10-02 22:30:00+00:00,9.372,-3.86%,-6.01%,-5.02%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 22:45:00 UTC,2025-10-02 22:45:00+00:00,9.623,+2.68%,-1.28%,+0.71%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 23:00:00 UTC,2025-10-02 23:00:00+00:00,9.386,-2.46%,+0.15%,-5.87%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 23:15:00 UTC,2025-10-02 23:15:00+00:00,9.282,-1.11%,-3.54%,-4.78%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 23:30:00 UTC,2025-10-02 23:30:00+00:00,9.575,+3.16%,+2.01%,+2.17%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-02 23:45:00 UTC,2025-10-02 23:45:00+00:00,9.647,+0.75%,+3.93%,+0.25%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-03 00:00:00 UTC,2025-10-03 00:00:00+00:00,10.311,+6.88%,+7.69%,+9.86%,False,True,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-03 00:15:00 UTC,2025-10-03 00:15:00+00:00,10.654,+3.33%,+10.44%,+14.78%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-03 00:30:00 UTC,2025-10-03 00:30:00+00:00,10.774,+1.13%,+4.49%,+12.52%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-03 00:45:00 UTC,2025-10-03 00:45:00+00:00,11.296,+4.84%,+6.03%,+17.09%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-03 01:00:00 UTC,2025-10-03 01:00:00+00:00,11.098,-1.75%,+3.01%,+7.63%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-03 01:15:00 UTC,2025-10-03 01:15:00+00:00,11.234,+1.23%,-0.55%,+5.44%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-03 01:30:00 UTC,2025-10-03 01:30:00+00:00,10.999,-2.09%,-0.89%,+2.09%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-03 01:45:00 UTC,2025-10-03 01:45:00+00:00,10.527,-4.29%,-6.29%,-6.81%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-03 02:00:00 UTC,2025-10-03 02:00:00+00:00,11.006,+4.55%,+0.06%,-0.83%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-03 02:15:00 UTC,2025-10-03 02:15:00+00:00,10.782,-2.04%,+2.42%,-4.02%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-03 02:30:00 UTC,2025-10-03 02:30:00+00:00,10.563,-2.03%,-4.03%,-3.96%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-03 02:45:00 UTC,2025-10-03 02:45:00+00:00,9.968,-5.63%,-7.55%,-5.31%,False,False,,,short,10.544725,198.0262482138492,2088.132330196781,"$10,439.20"
2025-10-03 03:00:00 UTC,2025-10-03 03:00:00+00:00,9.331,-6.39%,-11.66%,-15.22%,True,False,open_long,Open LONG (signal: deep drop),long,9.3356655,223.6412596049584,2087.8399916705534,"$10,674.41"
2025-10-03 03:15:00 UTC,2025-10-03 03:15:00+00:00,9.319,-0.13%,-6.51%,-13.57%,False,False,,,long,9.3356655,223.6412596049584,2087.8399916705534,"$10,674.41"
2025-10-03 03:30:00 UTC,2025-10-03 03:30:00+00:00,9.403,+0.90%,+0.77%,-10.98%,False,False,,,long,9.3356655,223.6412596049584,2087.8399916705534,"$10,674.41"
2025-10-03 03:45:00 UTC,2025-10-03 03:45:00+00:00,9.278,-1.33%,-0.44%,-6.92%,False,False,,,long,9.3356655,223.6412596049584,2087.8399916705534,"$10,674.41"
2025-10-03 04:00:00 UTC,2025-10-03 04:00:00+00:00,9.211,-0.72%,-2.04%,-1.29%,False,False,close_long_sl,Close LONG (SL hit),,,,,"$10,642.60"
2025-10-03 04:15:00 UTC,2025-10-03 04:15:00+00:00,8.955,-2.78%,-3.48%,-3.91%,False,False,,,,,,,"$10,642.60"
2025-10-03 04:30:00 UTC,2025-10-03 04:30:00+00:00,9.054,+1.11%,-1.70%,-3.71%,False,False,,,,,,,"$10,642.60"
2025-10-03 04:45:00 UTC,2025-10-03 04:45:00+00:00,8.984,-0.77%,+0.32%,-3.17%,False,False,,,,,,,"$10,642.60"
2025-10-03 05:00:00 UTC,2025-10-03 05:00:00+00:00,8.991,+0.08%,-0.70%,-2.39%,False,False,,,,,,,"$10,642.60"
2025-10-03 05:15:00 UTC,2025-10-03 05:15:00+00:00,8.678,-3.48%,-3.41%,-3.09%,False,False,,,,,,,"$10,642.60"
2025-10-03 05:30:00 UTC,2025-10-03 05:30:00+00:00,8.774,+1.11%,-2.41%,-3.09%,False,False,,,,,,,"$10,642.60"
2025-10-03 05:45:00 UTC,2025-10-03 05:45:00+00:00,8.901,+1.45%,+2.57%,-0.92%,False,False,,,,,,,"$10,642.60"
2025-10-03 06:00:00 UTC,2025-10-03 06:00:00+00:00,8.837,-0.72%,+0.72%,-1.71%,False,False,,,,,,,"$10,642.60"
2025-10-03 06:15:00 UTC,2025-10-03 06:15:00+00:00,8.47,-4.15%,-4.84%,-2.40%,False,False,,,,,,,"$10,642.60"
2025-10-03 06:30:00 UTC,2025-10-03 06:30:00+00:00,8.563,+1.10%,-3.10%,-2.40%,False,False,,,,,,,"$10,642.60"
2025-10-03 06:45:00 UTC,2025-10-03 06:45:00+00:00,8.652,+1.04%,+2.15%,-2.80%,False,False,,,,,,,"$10,642.60"
2025-10-03 07:00:00 UTC,2025-10-03 07:00:00+00:00,9.023,+4.29%,+5.37%,+2.10%,False,False,,,,,,,"$10,642.60"
2025-10-03 07:15:00 UTC,2025-10-03 07:15:00+00:00,8.846,-1.96%,+2.24%,+4.44%,False,False,,,,,,,"$10,642.60"
2025-10-03 07:30:00 UTC,2025-10-03 07:30:00+00:00,8.767,-0.89%,-2.84%,+2.38%,False,False,,,,,,,"$10,642.60"
2025-10-03 07:45:00 UTC,2025-10-03 07:45:00+00:00,8.784,+0.19%,-0.70%,+1.53%,False,False,,,,,,,"$10,642.60"
2025-10-03 08:00:00 UTC,2025-10-03 08:00:00+00:00,8.835,+0.58%,+0.78%,-2.08%,False,False,,,,,,,"$10,642.60"
2025-10-03 08:15:00 UTC,2025-10-03 08:15:00+00:00,8.953,+1.34%,+1.92%,+1.21%,False,False,,,,,,,"$10,642.60"
2025-10-03 08:30:00 UTC,2025-10-03 08:30:00+00:00,8.739,-2.39%,-1.09%,-0.32%,False,False,,,,,,,"$10,642.60"
2025-10-03 08:45:00 UTC,2025-10-03 08:45:00+00:00,8.826,+1.00%,-1.42%,+0.48%,False,False,,,,,,,"$10,642.60"
2025-10-03 09:00:00 UTC,2025-10-03 09:00:00+00:00,8.869,+0.49%,+1.49%,+0.38%,False,False,,,,,,,"$10,642.60"
2025-10-03 09:15:00 UTC,2025-10-03 09:15:00+00:00,8.876,+0.08%,+0.57%,-0.86%,False,False,,,,,,,"$10,642.60"
2025-10-03 09:30:00 UTC,2025-10-03 09:30:00+00:00,8.902,+0.29%,+0.37%,+1.87%,False,False,,,,,,,"$10,642.60"
2025-10-03 09:45:00 UTC,2025-10-03 09:45:00+00:00,8.897,-0.06%,+0.24%,+0.80%,False,False,,,,,,,"$10,642.60"
2025-10-03 10:00:00 UTC,2025-10-03 10:00:00+00:00,8.778,-1.34%,-1.39%,-1.03%,False,False,,,,,,,"$10,642.60"
2025-10-03 10:15:00 UTC,2025-10-03 10:15:00+00:00,8.658,-1.37%,-2.69%,-2.46%,False,False,,,,,,,"$10,642.60"
2025-10-03 10:30:00 UTC,2025-10-03 10:30:00+00:00,8.693,+0.40%,-0.97%,-2.35%,False,False,,,,,,,"$10,642.60"
2025-10-03 10:45:00 UTC,2025-10-03 10:45:00+00:00,8.593,-1.15%,-0.75%,-3.42%,False,False,,,,,,,"$10,642.60"
2025-10-03 11:00:00 UTC,2025-10-03 11:00:00+00:00,8.911,+3.70%,+2.51%,+1.52%,False,False,,,,,,,"$10,642.60"
2025-10-03 11:15:00 UTC,2025-10-03 11:15:00+00:00,8.741,-1.91%,+1.72%,+0.96%,False,False,,,,,,,"$10,642.60"
2025-10-03 11:30:00 UTC,2025-10-03 11:30:00+00:00,8.749,+0.09%,-1.82%,+0.64%,False,False,,,,,,,"$10,642.60"
2025-10-03 11:45:00 UTC,2025-10-03 11:45:00+00:00,8.705,-0.50%,-0.41%,+1.30%,False,False,,,,,,,"$10,642.60"
2025-10-03 12:00:00 UTC,2025-10-03 12:00:00+00:00,8.561,-1.65%,-2.15%,-3.93%,False,False,,,,,,,"$10,642.60"
2025-10-03 12:15:00 UTC,2025-10-03 12:15:00+00:00,8.446,-1.34%,-2.98%,-3.37%,False,False,,,,,,,"$10,642.60"
2025-10-03 12:30:00 UTC,2025-10-03 12:30:00+00:00,8.534,+1.04%,-0.32%,-2.46%,False,False,,,,,,,"$10,642.60"
2025-10-03 12:45:00 UTC,2025-10-03 12:45:00+00:00,8.477,-0.67%,+0.37%,-2.62%,False,False,,,,,,,"$10,642.60"
2025-10-03 13:00:00 UTC,2025-10-03 13:00:00+00:00,8.198,-3.29%,-3.94%,-4.24%,False,False,,,,,,,"$10,642.60"
2025-10-03 13:15:00 UTC,2025-10-03 13:15:00+00:00,8.364,+2.02%,-1.33%,-0.97%,False,False,,,,,,,"$10,642.60"
2025-10-03 13:30:00 UTC,2025-10-03 13:30:00+00:00,8.349,-0.18%,+1.84%,-2.17%,False,False,,,,,,,"$10,642.60"
2025-10-03 13:45:00 UTC,2025-10-03 13:45:00+00:00,8.28,-0.83%,-1.00%,-2.32%,False,False,,,,,,,"$10,642.60"
2025-10-03 14:00:00 UTC,2025-10-03 14:00:00+00:00,8.263,-0.21%,-1.03%,+0.79%,False,False,,,,,,,"$10,642.60"
2025-10-03 14:15:00 UTC,2025-10-03 14:15:00+00:00,8.411,+1.79%,+1.58%,+0.56%,False,False,,,,,,,"$10,642.60"
2025-10-03 14:30:00 UTC,2025-10-03 14:30:00+00:00,8.276,-1.61%,+0.16%,-0.87%,False,False,,,,,,,"$10,642.60"
2025-10-03 14:45:00 UTC,2025-10-03 14:45:00+00:00,8.281,+0.06%,-1.55%,+0.01%,False,False,,,,,,,"$10,642.60"
2025-10-03 15:00:00 UTC,2025-10-03 15:00:00+00:00,8.306,+0.30%,+0.36%,+0.52%,False,False,,,,,,,"$10,642.60"
2025-10-03 15:15:00 UTC,2025-10-03 15:15:00+00:00,8.36,+0.65%,+0.95%,-0.61%,False,False,,,,,,,"$10,642.60"
2025-10-03 15:30:00 UTC,2025-10-03 15:30:00+00:00,8.588,+2.73%,+3.40%,+3.77%,False,False,,,,,,,"$10,642.60"
2025-10-03 15:45:00 UTC,2025-10-03 15:45:00+00:00,8.615,+0.31%,+3.05%,+4.03%,False,False,,,,,,,"$10,642.60"
2025-10-03 16:00:00 UTC,2025-10-03 16:00:00+00:00,8.732,+1.36%,+1.68%,+5.13%,False,False,,,,,,,"$10,642.60"
2025-10-03 16:15:00 UTC,2025-10-03 16:15:00+00:00,8.923,+2.19%,+3.58%,+6.73%,False,False,,,,,,,"$10,642.60"
2025-10-03 16:30:00 UTC,2025-10-03 16:30:00+00:00,8.659,-2.96%,-0.84%,+0.83%,False,False,,,,,,,"$10,642.60"
2025-10-03 16:45:00 UTC,2025-10-03 16:45:00+00:00,8.62,-0.45%,-3.40%,+0.06%,False,False,,,,,,,"$10,642.60"
2025-10-03 17:00:00 UTC,2025-10-03 17:00:00+00:00,8.518,-1.18%,-1.63%,-2.45%,False,False,,,,,,,"$10,642.60"
2025-10-03 17:15:00 UTC,2025-10-03 17:15:00+00:00,8.467,-0.60%,-1.77%,-5.11%,False,False,,,,,,,"$10,642.60"
2025-10-03 17:30:00 UTC,2025-10-03 17:30:00+00:00,8.442,-0.30%,-0.89%,-2.51%,False,False,,,,,,,"$10,642.60"
2025-10-03 17:45:00 UTC,2025-10-03 17:45:00+00:00,8.474,+0.38%,+0.08%,-1.69%,False,False,,,,,,,"$10,642.60"
2025-10-03 18:00:00 UTC,2025-10-03 18:00:00+00:00,8.496,+0.26%,+0.64%,-0.26%,False,False,,,,,,,"$10,642.60"
2025-10-03 18:15:00 UTC,2025-10-03 18:15:00+00:00,8.538,+0.49%,+0.76%,+0.84%,False,False,,,,,,,"$10,642.60"
2025-10-03 18:30:00 UTC,2025-10-03 18:30:00+00:00,8.688,+1.76%,+2.26%,+2.91%,False,False,,,,,,,"$10,642.60"
2025-10-03 18:45:00 UTC,2025-10-03 18:45:00+00:00,8.581,-1.23%,+0.50%,+1.26%,False,False,,,,,,,"$10,642.60"
2025-10-03 19:00:00 UTC,2025-10-03 19:00:00+00:00,8.537,-0.51%,-1.74%,+0.48%,False,False,,,,,,,"$10,642.60"
2025-10-03 19:15:00 UTC,2025-10-03 19:15:00+00:00,8.472,-0.76%,-1.27%,-0.77%,False,False,,,,,,,"$10,642.60"
2025-10-03 19:30:00 UTC,2025-10-03 19:30:00+00:00,8.395,-0.91%,-1.66%,-3.37%,False,False,,,,,,,"$10,642.60"
2025-10-03 19:45:00 UTC,2025-10-03 19:45:00+00:00,8.412,+0.20%,-0.71%,-1.97%,False,False,,,,,,,"$10,642.60"
2025-10-03 20:00:00 UTC,2025-10-03 20:00:00+00:00,8.378,-0.40%,-0.20%,-1.86%,False,False,,,,,,,"$10,642.60"
2025-10-03 20:15:00 UTC,2025-10-03 20:15:00+00:00,8.37,-0.10%,-0.50%,-1.20%,False,False,,,,,,,"$10,642.60"
2025-10-03 20:30:00 UTC,2025-10-03 20:30:00+00:00,8.306,-0.76%,-0.86%,-1.06%,False,False,,,,,,,"$10,642.60"
2025-10-03 20:45:00 UTC,2025-10-03 20:45:00+00:00,8.247,-0.71%,-1.47%,-1.96%,False,False,,,,,,,"$10,642.60"
2025-10-03 21:00:00 UTC,2025-10-03 21:00:00+00:00,8.316,+0.84%,+0.12%,-0.74%,False,False,,,,,,,"$10,642.60"
2025-10-03 21:15:00 UTC,2025-10-03 21:15:00+00:00,8.327,+0.13%,+0.97%,-0.51%,False,False,,,,,,,"$10,642.60"
2025-10-03 21:30:00 UTC,2025-10-03 21:30:00+00:00,8.327,+0.00%,+0.13%,+0.25%,False,False,,,,,,,"$10,642.60"
2025-10-03 21:45:00 UTC,2025-10-03 21:45:00+00:00,8.559,+2.79%,+2.79%,+3.78%,False,False,,,,,,,"$10,642.60"
2025-10-03 22:00:00 UTC,2025-10-03 22:00:00+00:00,8.568,+0.11%,+2.89%,+3.03%,False,False,,,,,,,"$10,642.60"
2025-10-03 22:15:00 UTC,2025-10-03 22:15:00+00:00,8.569,+0.01%,+0.12%,+2.91%,False,False,,,,,,,"$10,642.60"
2025-10-03 22:30:00 UTC,2025-10-03 22:30:00+00:00,8.5,-0.81%,-0.79%,+2.08%,False,False,,,,,,,"$10,642.60"
2025-10-03 22:45:00 UTC,2025-10-03 22:45:00+00:00,8.384,-1.36%,-2.16%,-2.04%,False,False,,,,,,,"$10,642.60"
2025-10-03 23:00:00 UTC,2025-10-03 23:00:00+00:00,8.461,+0.92%,-0.46%,-1.25%,False,False,,,,,,,"$10,642.60"
2025-10-03 23:15:00 UTC,2025-10-03 23:15:00+00:00,8.348,-1.34%,-0.43%,-2.58%,False,False,,,,,,,"$10,642.60"
2025-10-03 23:30:00 UTC,2025-10-03 23:30:00+00:00,8.254,-1.13%,-2.45%,-2.89%,False,False,,,,,,,"$10,642.60"
2025-10-03 23:45:00 UTC,2025-10-03 23:45:00+00:00,8.27,+0.19%,-0.93%,-1.36%,False,False,,,,,,,"$10,642.60"
2025-10-04 00:00:00 UTC,2025-10-04 00:00:00+00:00,8.305,+0.42%,+0.62%,-1.84%,False,False,,,,,,,"$10,642.60"
2025-10-04 00:15:00 UTC,2025-10-04 00:15:00+00:00,7.291,-12.21%,-11.84%,-12.66%,True,False,open_long,Open LONG (signal: deep drop),long,7.2946455,291.7919762264541,2128.5190263164104,"$10,641.11"
2025-10-04 00:30:00 UTC,2025-10-04 00:30:00+00:00,7.877,+8.04%,-5.15%,-4.57%,False,True,close_long_tp,Close LONG (TP hit),,,,,"$10,806.78"
2025-10-04 00:45:00 UTC,2025-10-04 00:45:00+00:00,7.702,-2.22%,+5.64%,-6.87%,False,False,,,,,,,"$10,806.78"
2025-10-04 01:00:00 UTC,2025-10-04 01:00:00+00:00,8.104,+5.22%,+2.88%,-2.42%,False,True,open_short,Open SHORT (quick rise),short,8.099948,266.83589191793294,2161.3568490688767,"$10,805.27"
2025-10-04 01:15:00 UTC,2025-10-04 01:15:00+00:00,8.276,+2.12%,+7.45%,+13.51%,False,False,,,short,8.099948,266.83589191793294,2161.3568490688767,"$10,805.27"
2025-10-04 01:30:00 UTC,2025-10-04 01:30:00+00:00,7.71,-6.84%,-4.86%,-2.12%,False,False,,,short,8.099948,266.83589191793294,2161.3568490688767,"$10,805.27"
2025-10-04 01:45:00 UTC,2025-10-04 01:45:00+00:00,6.853,-11.12%,-17.19%,-11.02%,False,False,,,short,8.099948,266.83589191793294,2161.3568490688767,"$10,805.27"
2025-10-04 02:00:00 UTC,2025-10-04 02:00:00+00:00,6.781,-1.05%,-12.05%,-16.33%,False,False,,,short,8.099948,266.83589191793294,2161.3568490688767,"$10,805.27"
2025-10-04 02:15:00 UTC,2025-10-04 02:15:00+00:00,6.759,-0.32%,-1.37%,-18.33%,False,False,,,short,8.099948,266.83589191793294,2161.3568490688767,"$10,805.27"
2025-10-04 02:30:00 UTC,2025-10-04 02:30:00+00:00,7.035,+4.08%,+3.75%,-8.75%,False,False,,,short,8.099948,266.83589191793294,2161.3568490688767,"$10,805.27"
2025-10-04 02:45:00 UTC,2025-10-04 02:45:00+00:00,6.839,-2.79%,+1.18%,-0.20%,False,False,,,short,8.099948,266.83589191793294,2161.3568490688767,"$10,805.27"
2025-10-04 03:00:00 UTC,2025-10-04 03:00:00+00:00,6.808,-0.45%,-3.23%,+0.40%,False,False,,,short,8.099948,266.83589191793294,2161.3568490688767,"$10,805.27"
2025-10-04 03:15:00 UTC,2025-10-04 03:15:00+00:00,6.749,-0.87%,-1.32%,-0.15%,False,False,,,short,8.099948,266.83589191793294,2161.3568490688767,"$10,805.27"
2025-10-04 03:30:00 UTC,2025-10-04 03:30:00+00:00,6.46,-4.28%,-5.11%,-8.17%,False,False,,,short,8.099948,266.83589191793294,2161.3568490688767,"$10,805.27"
2025-10-04 03:45:00 UTC,2025-10-04 03:45:00+00:00,6.317,-2.21%,-6.40%,-7.63%,False,False,,,short,8.099948,266.83589191793294,2161.3568490688767,"$10,805.27"
2025-10-04 04:00:00 UTC,2025-10-04 04:00:00+00:00,6.032,-4.51%,-6.63%,-11.40%,False,False,,,short,8.099948,266.83589191793294,2161.3568490688767,"$10,805.27"
2025-10-04 04:15:00 UTC,2025-10-04 04:15:00+00:00,6.259,+3.76%,-0.92%,-7.26%,False,False,,,short,8.099948,266.83589191793294,2161.3568490688767,"$10,805.27"
2025-10-04 04:30:00 UTC,2025-10-04 04:30:00+00:00,5.812,-7.14%,-3.65%,-10.03%,False,False,,,short,8.099948,266.83589191793294,2161.3568490688767,"$10,805.27"
2025-10-04 04:45:00 UTC,2025-10-04 04:45:00+00:00,5.389,-7.28%,-13.90%,-14.69%,True,False,open_long,Open LONG (signal: deep drop),long,5.3916945,400.811703836337,2161.054259110007,"$11,523.90"
2025-10-04 05:00:00 UTC,2025-10-04 05:00:00+00:00,5.752,+6.74%,-1.03%,-4.64%,False,True,close_long_tp,Close LONG (TP hit),,,,,"$11,664.03"
2025-10-04 05:15:00 UTC,2025-10-04 05:15:00+00:00,5.884,+2.29%,+9.19%,-5.99%,False,False,,,,,,,"$11,664.03"
2025-10-04 05:30:00 UTC,2025-10-04 05:30:00+00:00,6.53,+10.98%,+13.53%,+12.35%,False,True,open_short,Open SHORT (quick rise),short,6.526735,357.4232422564686,2332.806785048773,"$11,662.40"
2025-10-04 05:45:00 UTC,2025-10-04 05:45:00+00:00,6.343,-2.86%,+7.80%,+17.70%,False,False,,,short,6.526735,357.4232422564686,2332.806785048773,"$11,662.40"
2025-10-04 06:00:00 UTC,2025-10-04 06:00:00+00:00,6.42,+1.21%,-1.68%,+11.61%,False,False,,,short,6.526735,357.4232422564686,2332.806785048773,"$11,662.40"
2025-10-04 06:15:00 UTC,2025-10-04 06:15:00+00:00,6.483,+0.98%,+2.21%,+10.18%,False,False,,,short,6.526735,357.4232422564686,2332.806785048773,"$11,662.40"
2025-10-04 06:30:00 UTC,2025-10-04 06:30:00+00:00,6.335,-2.28%,-1.32%,-2.99%,False,False,,,short,6.526735,357.4232422564686,2332.806785048773,"$11,662.40"
2025-10-04 06:45:00 UTC,2025-10-04 06:45:00+00:00,6.378,+0.68%,-1.62%,+0.55%,False,False,,,short,6.526735,357.4232422564686,2332.806785048773,"$11,662.40"
2025-10-04 07:00:00 UTC,2025-10-04 07:00:00+00:00,6.067,-4.88%,-4.23%,-5.50%,False,False,,,short,6.526735,357.4232422564686,2332.806785048773,"$11,662.40"
2025-10-04 07:15:00 UTC,2025-10-04 07:15:00+00:00,5.758,-5.09%,-9.72%,-11.18%,False,False,,,short,6.526735,357.4232422564686,2332.806785048773,"$11,662.40"
2025-10-04 07:30:00 UTC,2025-10-04 07:30:00+00:00,5.772,+0.24%,-4.86%,-8.89%,False,False,,,short,6.526735,357.4232422564686,2332.806785048773,"$11,662.40"
2025-10-04 07:45:00 UTC,2025-10-04 07:45:00+00:00,5.811,+0.68%,+0.92%,-8.89%,False,False,,,short,6.526735,357.4232422564686,2332.806785048773,"$11,662.40"
2025-10-04 08:00:00 UTC,2025-10-04 08:00:00+00:00,5.579,-3.99%,-3.34%,-8.04%,False,False,,,short,6.526735,357.4232422564686,2332.806785048773,"$11,662.40"
2025-10-04 08:15:00 UTC,2025-10-04 08:15:00+00:00,5.786,+3.71%,-0.43%,+0.49%,False,False,,,short,6.526735,357.4232422564686,2332.806785048773,"$11,662.40"
2025-10-04 08:30:00 UTC,2025-10-04 08:30:00+00:00,5.677,-1.88%,+1.76%,-1.65%,False,False,,,short,6.526735,357.4232422564686,2332.806785048773,"$11,662.40"
2025-10-04 08:45:00 UTC,2025-10-04 08:45:00+00:00,5.662,-0.26%,-2.14%,-2.56%,False,False,,,short,6.526735,357.4232422564686,2332.806785048773,"$11,662.40"
2025-10-04 09:00:00 UTC,2025-10-04 09:00:00+00:00,5.742,+1.41%,+1.14%,+2.92%,False,False,,,short,6.526735,357.4232422564686,2332.806785048773,"$11,662.40"
2025-10-04 09:15:00 UTC,2025-10-04 09:15:00+00:00,5.716,-0.45%,+0.95%,-1.21%,False,False,,,short,6.526735,357.4232422564686,2332.806785048773,"$11,662.40"
